Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Access/30/Freeflow;0%;28.912714;0.003510355;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Access/30/St+Go;0%;9.621914864;0.005853412;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.002905131;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Access/40/St+Go;0%;11.82717037;0.005279412;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;MW;RUR/MW/>130/Freeflow;0%;142.7671356;3.87367E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;MW;RUR/MW/>130/St+Go;0%;17.91503143;4.01591E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;2.26746E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;4.13175E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;1.99123E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/MW-City/60/St+Go;0%;13.26994896;5.00116E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;2.12122E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/MW-City/70/St+Go;0%;14.39977264;4.50739E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;2.6125E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;4.73836E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;2.61112E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;4.73836E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Distr/50/Freeflow;0%;42.95035934;2.89401E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Distr/50/St+Go;0%;12.48866653;4.73823E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Distr/60/Freeflow;0%;52.00070953;2.57264E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Distr/60/St+Go;0%;12.48833656;4.73829E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;0%;41.66275787;2.83881E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;0%;12.48863316;4.73836E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/60/Freeflow;0%;51.16705322;2.58671E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/60/St+Go;0%;12.48848057;4.73827E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Access/30/Freeflow;0%;28.912714;3.65987E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Access/30/St+Go;0%;9.621914864;5.27449E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Access/40/Freeflow;0%;35.62506104;2.90397E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Access/40/St+Go;0%;11.82717037;4.8108E+12;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);MW;RUR/MW/>130/Freeflow;0%;142.7671356;210.2978668;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);MW;RUR/MW/>130/St+Go;0%;17.91503143;228.3502808;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;124.2044907;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);MW;URB/MW-Nat./80/St+Go;0%;15.47382641;247.4441071;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/MW-City/60/Freeflow;0%;62.73362732;116.4495697;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/MW-City/60/St+Go;0%;13.26994896;269.8137817;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/MW-City/70/Freeflow;0%;69.43365479;120.1517334;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/MW-City/70/St+Go;0%;14.39977264;260.5226746;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;137.9187164;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;263.8460083;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;137.768158;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;263.8356018;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Distr/50/Freeflow;0%;42.95035934;153.0312195;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Distr/50/St+Go;0%;12.48866653;263.8792419;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Distr/60/Freeflow;0%;52.00070953;140.4375916;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Distr/60/St+Go;0%;12.48833656;263.8671875;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;0%;41.66275787;146.3571472;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;0%;12.48863316;263.9105225;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/60/Freeflow;0%;51.16705322;141.3887177;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/60/St+Go;0%;12.48848057;263.8664856;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Access/30/Freeflow;0%;28.912714;163.589798;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Access/30/St+Go;0%;9.621914864;297.6124573;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Access/40/Freeflow;0%;35.62506104;148.8463898;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Access/40/St+Go;0%;11.82717037;263.4810486;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);MW;RUR/MW/>130/Freeflow;0%;142.7671356;224.1033478;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);MW;RUR/MW/>130/St+Go;0%;17.91503143;243.3404999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;132.3625336;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);MW;URB/MW-Nat./80/St+Go;0%;15.47382641;263.6828308;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/MW-City/60/Freeflow;0%;62.73362732;124.1001129;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/MW-City/60/St+Go;0%;13.26994896;287.5209656;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/MW-City/70/Freeflow;0%;69.43365479;128.0462799;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/MW-City/70/St+Go;0%;14.39977264;277.6234131;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;146.9839325;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;281.1572876;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;146.8199768;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;281.1461792;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Distr/50/Freeflow;0%;42.95035934;163.08284;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Distr/50/St+Go;0%;12.48866653;281.1927795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Distr/60/Freeflow;0%;52.00070953;149.6677246;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Distr/60/St+Go;0%;12.48833656;281.1799011;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/50/Freeflow;0%;41.66275787;155.973587;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/50/St+Go;0%;12.48863316;281.2261963;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/60/Freeflow;0%;51.16705322;150.6814575;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/60/St+Go;0%;12.48848057;281.1791687;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Access/30/Freeflow;0%;28.912714;174.3258057;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Access/30/St+Go;0%;9.621914864;317.1278076;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Access/40/Freeflow;0%;35.62506104;158.625824;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Access/40/St+Go;0%;11.82717037;280.763916;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.240073934;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;MW;RUR/MW/>130/St+Go;0%;17.91503143;0.16695118;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.077366263;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.181539282;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.068302013;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.19666566;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.072815776;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.183979899;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.090735368;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.174235001;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.100090459;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.174237341;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.099616684;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Distr/50/St+Go;0%;12.48866653;0.174240217;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.097148582;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Distr/60/St+Go;0%;12.48833656;0.174236655;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.093356177;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/50/St+Go;0%;12.48863316;0.17424117;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/60/Freeflow;0%;51.16705322;0.097860761;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/60/St+Go;0%;12.48848057;0.174236938;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Access/30/Freeflow;0%;28.912714;0.105142504;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Access/30/St+Go;0%;9.621914864;0.185019001;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.097814761;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Access/40/St+Go;0%;11.82717037;0.172294304;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.010891717;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;MW;RUR/MW/>130/St+Go;0%;17.91503143;0.008817188;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.003980488;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.009503722;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.003471174;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.010603664;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.003572678;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.009882256;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.004903179;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.009582364;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.00543192;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.009582363;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.005500205;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Distr/50/St+Go;0%;12.48866653;0.009582357;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.005336616;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Distr/60/St+Go;0%;12.48833656;0.009582641;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.005049523;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/50/St+Go;0%;12.48863316;0.009582363;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/60/Freeflow;0%;51.16705322;0.005349901;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/60/St+Go;0%;12.48848057;0.009582394;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Access/30/Freeflow;0%;28.912714;0.005606087;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Access/30/St+Go;0%;9.621914864;0.010227989;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.005367944;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Access/40/St+Go;0%;11.82717037;0.009367513;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.014285563;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;MW;RUR/MW/>130/St+Go;0%;17.91503143;0.011374289;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.004136336;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.01290454;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.003749762;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.014255192;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.003929913;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.01329108;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.005086887;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.013056727;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.006074116;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.01305672;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.00574068;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Distr/50/St+Go;0%;12.48866653;0.013056472;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.005408768;ØGermany;;
