Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Distr/60/St+Go;0%;12.48833656;0.01305838;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.00542044;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/50/St+Go;0%;12.48863316;0.01305672;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/60/Freeflow;0%;51.16705322;0.005439514;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/60/St+Go;0%;12.48848057;0.013056583;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Access/30/Freeflow;0%;28.912714;0.006422661;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Access/30/St+Go;0%;9.621914864;0.015153583;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.005897895;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Access/40/St+Go;0%;11.82717037;0.013096165;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;MW;RUR/MW/>130/St+Go;0%;17.91503143;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Distr/50/St+Go;0%;12.48866653;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Distr/60/St+Go;0%;12.48833656;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/50/Freeflow;0%;41.66275787;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/50/St+Go;0%;12.48863316;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/60/Freeflow;0%;51.16705322;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/60/St+Go;0%;12.48848057;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Access/30/Freeflow;0%;28.912714;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Access/30/St+Go;0%;9.621914864;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Access/40/Freeflow;0%;35.62506104;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Access/40/St+Go;0%;11.82717037;0;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.001088728;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;MW;RUR/MW/>130/St+Go;0%;17.91503143;0.001181526;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.000643123;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.001279229;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.00060298;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.001394793;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.00062226;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.001347515;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.000714889;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.001363335;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.000713767;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.001363282;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.000792098;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Distr/50/St+Go;0%;12.48866653;0.001363512;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.000728064;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Distr/60/St+Go;0%;12.48833656;0.001363459;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.000757755;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/50/St+Go;0%;12.48863316;0.001363682;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/60/Freeflow;0%;51.16705322;0.000733022;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/60/St+Go;0%;12.48848057;0.001363456;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Access/30/Freeflow;0%;28.912714;0.000843662;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Access/30/St+Go;0%;9.621914864;0.001534709;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.000770516;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Access/40/St+Go;0%;11.82717037;0.001360084;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;MW;RUR/MW/>130/Freeflow;0%;142.1406403;0.002721452;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;MW;RUR/MW/>130/St+Go;0%;17.83633041;0.007775603;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;MW;URB/MW-Nat./80/Freeflow;0%;78.68677521;0.004824755;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;MW;URB/MW-Nat./80/St+Go;0%;15.40591431;0.007775603;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/MW-City/60/Freeflow;0%;62.25963211;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/MW-City/60/St+Go;0%;13.16962624;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/MW-City/70/Freeflow;0%;68.90903473;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/MW-City/70/St+Go;0%;14.29090595;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Trunk-City/50/Freeflow;0%;48.98519516;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Trunk-City/50/St+Go;0%;12.39429951;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Trunk-City/60/Freeflow;0%;56.77616501;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Trunk-City/60/St+Go;0%;12.39430141;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Distr/50/Freeflow;0%;42.62583923;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Distr/50/St+Go;0%;12.39433479;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Distr/60/Freeflow;0%;51.60782623;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Distr/60/St+Go;0%;12.39400482;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/50/Freeflow;0%;41.34796906;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/50/St+Go;0%;12.39430141;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/60/Freeflow;0%;50.78046799;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/60/St+Go;0%;12.39414883;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Access/30/Freeflow;0%;28.69425774;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Access/30/St+Go;0%;9.549217224;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Access/40/Freeflow;0%;35.35588837;0.004822957;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Access/40/St+Go;0%;11.73780823;0.007768795;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;MW;RUR/MW/>130/Freeflow;0%;142.1406403;0.023116527;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;MW;RUR/MW/>130/St+Go;0%;17.83633041;0.010844279;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;MW;URB/MW-Nat./80/Freeflow;0%;78.68677521;0.014293608;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;MW;URB/MW-Nat./80/St+Go;0%;15.40591431;0.010844279;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/MW-City/60/Freeflow;0%;62.25963211;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/MW-City/60/St+Go;0%;13.16962624;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/MW-City/70/Freeflow;0%;68.90903473;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/MW-City/70/St+Go;0%;14.29090595;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Trunk-City/50/Freeflow;0%;48.98519516;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Trunk-City/50/St+Go;0%;12.39429951;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Trunk-City/60/Freeflow;0%;56.77616501;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Trunk-City/60/St+Go;0%;12.39430141;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Distr/50/Freeflow;0%;42.62583923;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Distr/50/St+Go;0%;12.39433479;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Distr/60/Freeflow;0%;51.60782623;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Distr/60/St+Go;0%;12.39400482;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/50/Freeflow;0%;41.34796906;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/50/St+Go;0%;12.39430141;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/60/Freeflow;0%;50.78046799;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/60/St+Go;0%;12.39414883;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Access/30/Freeflow;0%;28.69425774;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Access/30/St+Go;0%;9.549217224;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Access/40/Freeflow;0%;35.35588837;0.014256096;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Access/40/St+Go;0%;11.73780823;0.01076703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.029999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);MW;RUR/MW/>130/St+Go;0%;17.91503143;0.029999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.029999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.029999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.030000003;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.030000003;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.030000003;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.030000003;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Distr/50/St+Go;0%;12.48866653;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Distr/60/St+Go;0%;12.48833656;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/60/Freeflow;0%;51.16705322;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/60/St+Go;0%;12.48848057;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Access/30/Freeflow;0%;28.912714;0.025999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Access/30/St+Go;0%;9.621914864;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Access/40/Freeflow;0%;35.62506104;0.030000003;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Access/40/St+Go;0%;11.82717037;0.044999994;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.000831699;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;MW;RUR/MW/>130/St+Go;0%;17.91503143;0.000861143;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.000256489;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.000995752;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.000214333;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.001075703;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.000223966;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.001021922;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.000302175;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.000944885;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.000390979;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.000944885;ØGermany;;
