Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.000349543;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Distr/50/St+Go;0%;12.48866653;0.000944881;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.000342543;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Distr/60/St+Go;0%;12.48833656;0.000945145;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.000317855;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/50/St+Go;0%;12.48863316;0.000944885;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/60/Freeflow;0%;51.16705322;0.000344036;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/60/St+Go;0%;12.48848057;0.000944888;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Access/30/Freeflow;0%;28.912714;0.000330896;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Access/30/St+Go;0%;9.621914864;0.001101722;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.000355002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Access/40/St+Go;0%;11.82717037;0.000930057;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.006298144;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;MW;RUR/MW/>130/St+Go;0%;17.91503143;0.004572959;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.002348739;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.004923108;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.002007029;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.005674888;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.002148424;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.00512465;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.002621636;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.005200113;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.002905586;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.005200097;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.002941737;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Distr/50/St+Go;0%;12.48866653;0.005199909;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.002679287;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Distr/60/St+Go;0%;12.48833656;0.005200007;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.002823106;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/50/St+Go;0%;12.48863316;0.005200097;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/60/Freeflow;0%;51.16705322;0.002691184;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/60/St+Go;0%;12.48848057;0.005199975;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Access/30/Freeflow;0%;28.912714;0.003510355;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Access/30/St+Go;0%;9.621914864;0.005853412;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Access/40/Freeflow;0%;35.62506104;0.002905131;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Access/40/St+Go;0%;11.82717037;0.005279412;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.002685562;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);MW;RUR/MW/>130/St+Go;0%;17.91503143;0.002528566;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.001395544;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.002647127;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.001181028;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.00307843;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.001246909;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.002837624;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.001519785;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.002941431;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.001560842;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.002941421;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.001746395;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Distr/50/St+Go;0%;12.48866653;0.002941289;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.001556388;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Distr/60/St+Go;0%;12.48833656;0.002941357;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.001651847;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.002941421;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/60/Freeflow;0%;51.16705322;0.001561187;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/60/St+Go;0%;12.48848057;0.002941338;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Access/30/Freeflow;0%;28.912714;0.002020634;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Access/30/St+Go;0%;9.621914864;0.003251363;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Access/40/Freeflow;0%;35.62506104;0.001664252;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Access/40/St+Go;0%;11.82717037;0.002938976;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.008999998;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);MW;RUR/MW/>130/St+Go;0%;17.91503143;0.015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.010000001;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.012000001;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.012000001;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.012999999;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Distr/50/St+Go;0%;12.48866653;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Distr/60/St+Go;0%;12.48833656;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/60/Freeflow;0%;51.16705322;0.014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/60/St+Go;0%;12.48848057;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Access/30/Freeflow;0%;28.912714;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Access/30/St+Go;0%;9.621914864;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Access/40/Freeflow;0%;35.62506104;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Access/40/St+Go;0%;11.82717037;0.015000002;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);MW;RUR/MW/>130/Freeflow;0%;142.7671356;0.0009;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);MW;RUR/MW/>130/St+Go;0%;17.91503143;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;0.001;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);MW;URB/MW-Nat./80/St+Go;0%;15.47382641;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/MW-City/60/Freeflow;0%;62.73362732;0.0012;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/MW-City/60/St+Go;0%;13.26994896;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/MW-City/70/Freeflow;0%;69.43365479;0.0012;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/MW-City/70/St+Go;0%;14.39977264;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;0.0014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;0.0013;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Distr/50/Freeflow;0%;42.95035934;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Distr/50/St+Go;0%;12.48866653;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Distr/60/Freeflow;0%;52.00070953;0.0014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Distr/60/St+Go;0%;12.48833656;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;0%;41.66275787;0.0014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.48863316;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/60/Freeflow;0%;51.16705322;0.0014;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/60/St+Go;0%;12.48848057;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Access/30/Freeflow;0%;28.912714;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Access/30/St+Go;0%;9.621914864;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Access/40/Freeflow;0%;35.62506104;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Access/40/St+Go;0%;11.82717037;0.0015;ØGermany;;
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;MW;RUR/MW/>130/Freeflow;0%;142.7671356;211.3811493;ØGermany;50.61061859;261.9917603
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;MW;RUR/MW/>130/St+Go;0%;17.91503143;230.8878479;ØGermany;54.69047928;285.5783386
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;MW;URB/MW-Nat./80/Freeflow;0%;79.03366089;125.7417984;ØGermany;29.83016586;155.5719604
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;MW;URB/MW-Nat./80/St+Go;0%;15.47382641;249.9988098;ØGermany;59.25878906;309.2575989
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/MW-City/60/Freeflow;0%;62.73362732;117.9735947;ØGermany;28.16047859;146.134079
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/MW-City/60/St+Go;0%;13.26994896;272.3938599;ØGermany;64.96657562;337.3604431
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/MW-City/70/Freeflow;0%;69.43365479;121.6783066;ØGermany;29.06762123;150.7459259
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/MW-City/70/St+Go;0%;14.39977264;263.0848694;ØGermany;62.73761368;325.8224792
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Trunk-City/50/Freeflow;0%;49.35812759;139.4785461;ØGermany;33.29774094;172.7762909
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Trunk-City/50/St+Go;0%;12.48863125;266.4006042;ØGermany;63.52134323;329.921936
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Trunk-City/60/Freeflow;0%;57.2092247;139.3411865;ØGermany;33.29014206;172.6313324
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Trunk-City/60/St+Go;0%;12.48863316;266.3902283;ØGermany;63.51889038;329.9091187
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Distr/50/Freeflow;0%;42.95035934;154.6059875;ØGermany;36.87837982;191.484375
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Distr/50/St+Go;0%;12.48866653;266.4338379;ØGermany;63.52927017;329.9631042
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Distr/60/Freeflow;0%;52.00070953;142.0082397;ØGermany;33.89560318;175.9038391
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Distr/60/St+Go;0%;12.48833656;266.421814;ØGermany;63.52649689;329.9483032
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/50/Freeflow;0%;41.66275787;147.9206543;ØGermany;35.2808342;183.2014923
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/50/St+Go;0%;12.48863316;266.4651184;ØGermany;63.5367775;330.0018921
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/60/Freeflow;0%;51.16705322;142.959671;ØGermany;34.12461853;177.0842896
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/60/St+Go;0%;12.48848057;266.4211121;ØGermany;63.52633667;329.9474487
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Access/30/Freeflow;0%;28.912714;166.0450439;ØGermany;39.36083603;205.4058838
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Access/30/St+Go;0%;9.621914864;300.1832275;ØGermany;71.62277222;371.8059998
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Access/40/Freeflow;0%;35.62506104;150.4179077;ØGermany;35.88246918;186.3003845
2020_Average_perVehCat_Bln_carOnly[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Access/40/St+Go;0%;11.82717037;266.030304;ØGermany;63.42465973;329.4549561
